,age,workclass,fnlwgt,education,education_number,marriage,occupation,relationship,race,sex,capital_gain,apital_loss,hours_per_week,native_country,收入
378,46,4,317253,11,9,2,2,0,4,1,0,0,25,38,0
379,32,2,364657,15,10,2,3,0,4,1,0,0,50,38,0
380,41,1,42346,15,10,0,7,1,2,0,0,0,24,38,0
381,24,2,241951,11,9,4,5,4,2,0,0,0,40,38,0
382,33,2,118500,15,10,0,3,4,4,0,0,0,40,38,0
383,46,2,188386,10,16,2,3,0,4,1,15024,0,60,38,1
384,31,5,1033222,15,10,2,6,0,4,1,0,0,40,38,0
385,35,2,92440,2,8,0,2,1,4,1,0,0,50,38,1
386,52,2,190762,3,2,2,6,0,4,1,0,0,40,25,0
387,30,2,426017,1,7,4,7,3,4,0,0,0,19,38,0
388,34,1,243867,1,7,5,6,1,2,1,0,0,40,38,0
389,34,5,240283,11,9,0,13,4,4,0,0,0,40,38,0
390,20,2,61777,15,10,2,11,0,4,1,0,0,30,38,0
391,17,2,175024,1,7,4,5,3,4,1,2176,0,18,38,0
392,32,5,92003,9,13,2,3,5,4,0,0,0,40,38,1
393,29,2,188401,11,9,0,4,1,4,1,0,0,40,38,0
394,33,2,228528,0,6,4,2,4,4,0,0,0,35,38,0
395,25,2,133373,11,9,2,13,0,4,1,0,0,60,38,0
396,36,0,255191,12,14,4,9,1,4,1,0,1408,40,38,0
397,23,2,204653,11,9,4,5,1,4,1,0,0,72,5,0
398,63,3,222289,11,9,2,3,0,4,1,0,0,40,38,1
399,47,1,287480,12,14,2,9,0,4,1,0,0,40,38,0
400,40,4,204116,9,13,3,9,1,4,0,2174,0,40,38,0
401,30,2,29662,7,12,2,7,5,4,0,0,0,25,38,1
402,27,2,116358,15,10,4,2,3,1,1,0,1980,40,29,0
403,33,2,208405,12,14,2,9,0,4,1,0,0,50,38,1
404,34,1,284843,11,9,4,4,1,2,1,594,0,60,38,0
405,34,1,117018,15,10,4,10,1,4,0,0,0,40,38,0
406,23,2,81281,15,10,2,0,0,4,1,0,0,40,38,0
407,42,1,340148,15,10,2,0,5,4,0,0,0,40,38,0
408,29,2,363425,9,13,4,9,1,4,1,0,0,40,38,0
409,45,2,45857,11,9,0,0,1,4,0,0,0,28,38,0
410,24,0,191073,11,9,4,1,3,4,1,0,0,40,38,0
411,44,2,116632,15,10,2,9,0,4,1,0,0,40,38,1
412,27,2,405855,6,5,4,2,2,4,1,0,0,40,25,0
413,20,2,298227,15,10,4,11,1,4,1,0,0,35,38,0
414,44,2,290521,11,9,6,3,4,2,0,0,0,40,38,0
415,51,2,56915,11,9,2,2,0,0,1,0,0,40,38,0
416,20,2,146538,11,9,2,6,0,4,1,0,0,40,38,0
417,19,2,206399,11,9,4,6,3,2,0,0,0,40,38,0
418,45,3,197332,15,10,2,2,0,4,1,0,0,55,38,1
419,60,2,245062,11,9,2,2,0,4,1,0,0,40,38,1
420,44,4,234885,11,9,2,11,5,4,0,0,0,40,38,1
421,40,2,72887,8,11,2,6,0,1,1,0,0,40,38,1
422,30,2,180374,11,9,2,3,5,4,0,0,0,40,38,0
423,38,2,351299,15,10,2,13,0,2,1,0,0,50,38,0
424,23,2,54012,11,9,2,13,0,4,1,0,0,60,38,0
425,44,2,116632,7,12,4,4,3,4,1,0,0,40,38,0
426,54,1,288825,11,9,2,13,0,2,1,0,0,40,38,0
427,32,2,132601,9,13,2,9,0,4,1,0,0,50,38,0
428,50,2,193374,3,2,3,2,4,4,1,0,0,40,38,0
429,24,2,170070,9,13,4,12,1,4,0,0,0,20,38,0
430,37,2,126708,11,9,2,0,5,4,0,0,0,60,38,0
431,52,2,35598,11,9,0,13,4,4,1,0,0,40,38,0
432,38,2,33983,15,10,2,13,0,4,1,0,0,40,38,0
433,49,2,192776,12,14,2,3,0,4,1,0,1977,45,38,1
434,30,2,118551,9,13,2,12,5,4,0,0,0,16,38,1
435,60,2,201965,15,10,4,9,4,4,1,0,0,40,38,1
436,35,2,285020,11,9,4,2,1,4,1,0,0,40,38,0
437,30,2,303990,11,9,4,13,1,4,1,0,0,60,38,0
438,67,2,49401,8,11,0,7,1,4,0,0,0,24,38,0
439,46,2,279196,9,13,4,2,1,4,0,0,0,40,38,0
440,17,2,211870,6,5,4,7,1,4,1,0,0,6,38,0
441,22,2,281432,15,10,4,5,3,4,1,0,0,30,38,0
442,27,2,161155,0,6,4,7,1,4,1,0,0,40,38,0
443,23,2,197904,11,9,4,7,4,4,0,0,0,35,38,0
444,33,2,111746,7,12,2,2,0,4,1,0,0,45,31,0
445,43,4,170721,15,10,2,2,0,4,1,0,0,20,38,0
446,28,5,70100,9,13,4,9,1,4,1,0,0,20,38,0
447,41,2,193626,11,9,3,2,4,4,0,0,0,40,38,0
448,25,2,189775,15,10,3,0,3,2,0,0,0,20,38,0
449,59,1,286967,11,9,2,13,0,4,1,0,0,45,38,0
450,45,1,164427,9,13,0,9,4,4,0,0,0,40,38,0
451,38,2,91039,9,13,2,11,0,4,1,15024,0,60,38,1
452,40,2,347934,11,9,4,7,1,4,0,0,0,35,38,0
453,46,0,371373,11,9,0,0,1,4,1,0,0,40,38,0
454,35,2,32220,7,12,4,3,1,4,0,0,0,60,38,0
455,34,2,187251,11,9,0,9,4,4,0,0,0,25,38,0
456,33,2,178107,9,13,4,2,3,4,1,0,0,20,38,0
457,41,2,343121,11,9,0,0,4,4,0,0,0,36,38,0
458,20,2,262749,15,10,4,6,3,4,1,0,0,40,38,0
459,23,2,403107,4,3,4,7,3,4,1,0,0,40,7,0
460,26,2,64293,15,10,4,9,1,4,0,0,0,35,38,0
461,23,1,324960,11,9,4,4,1,4,1,0,0,40,30,0
462,62,1,114060,11,9,2,13,0,4,1,0,0,40,38,0
463,52,2,48925,15,10,2,0,0,4,1,0,0,40,38,0
464,58,2,180980,15,10,0,7,4,4,0,0,0,42,9,0
465,25,2,181054,9,13,4,11,1,4,0,0,0,40,38,0
466,24,2,388093,9,13,4,3,1,2,1,0,0,40,38,0
467,19,2,249609,15,10,4,10,3,4,1,0,0,8,38,0
468,43,2,112131,15,10,2,3,0,4,1,0,0,40,38,0
469,47,1,543162,11,9,5,0,4,2,0,0,0,40,38,0
470,39,2,91996,11,9,0,7,4,4,0,0,0,40,38,0
471,49,2,141944,8,11,3,5,4,4,1,0,1380,42,38,0
472,32,2,37070,8,11,4,2,1,4,1,0,0,45,38,0
473,34,2,337587,15,10,2,9,0,4,1,0,0,50,38,1
474,28,2,189346,11,9,0,2,1,4,1,0,0,45,38,0
475,25,2,267044,15,10,4,0,1,0,0,0,0,20,38,0
476,34,2,108116,9,13,2,9,0,4,1,0,0,50,38,1
477,38,3,99146,9,13,2,3,0,4,1,15024,0,80,38,1
478,50,2,196232,11,9,2,3,0,4,1,7688,0,50,38,1
479,24,1,248344,15,10,0,5,1,2,1,0,0,50,38,0
480,37,1,186035,15,10,2,12,0,4,1,0,0,45,38,1
481,44,2,177905,15,10,0,6,4,4,1,0,0,58,38,1
482,28,2,85812,15,10,2,11,5,4,0,0,0,40,38,0
483,42,2,221172,9,13,2,3,0,4,1,0,0,40,38,1
484,74,2,99183,15,10,0,0,1,4,0,0,0,9,38,0
485,38,4,190387,11,9,2,2,0,4,1,0,0,50,38,0
486,44,4,202692,12,14,2,9,0,4,1,0,0,40,38,0
487,44,2,109339,1,7,0,6,4,3,0,0,0,46,32,0
488,26,2,108658,11,9,4,6,1,4,1,0,0,40,38,0
489,36,2,197202,11,9,2,7,0,2,1,0,0,40,38,0
490,41,2,101739,7,12,2,3,5,4,0,0,0,50,38,1
491,67,2,231559,14,15,2,9,0,4,1,20051,0,48,38,1
492,39,1,207853,2,8,2,12,0,4,1,0,0,50,38,0
493,57,2,190942,3,2,6,8,1,2,0,0,0,30,38,0
494,29,2,102345,8,11,5,2,1,4,1,0,0,40,38,0
495,31,3,41493,9,13,4,4,1,4,0,0,0,45,38,0
496,44,2,210525,15,10,2,13,0,4,1,0,0,40,38,0
497,29,2,133937,10,16,4,9,3,4,1,0,0,40,38,0
498,30,2,237903,15,10,4,5,4,4,0,0,0,40,38,0
499,27,2,163862,11,9,4,13,1,4,1,0,0,40,38,0
500,27,2,201872,15,10,2,11,0,4,1,0,0,50,38,0
501,32,2,84179,11,9,4,5,1,4,0,0,0,45,38,0
502,58,2,51662,0,6,2,7,5,4,0,0,0,8,38,0
503,35,1,233327,15,10,2,10,0,4,1,0,0,40,38,0
504,21,2,259510,11,9,4,5,3,4,1,0,0,36,38,0
505,28,2,184831,15,10,4,2,4,4,1,0,0,40,38,0
506,46,4,245724,15,10,0,3,1,4,1,0,0,50,38,0
507,36,4,27053,11,9,5,7,4,4,0,0,0,40,38,0
508,72,2,205343,1,7,6,0,4,4,0,0,0,40,38,0
509,35,2,229328,11,9,2,6,5,2,0,0,0,40,38,0
510,33,0,319560,8,11,0,2,4,2,0,0,0,40,38,1
511,69,2,136218,1,7,4,6,1,4,0,0,0,40,38,0
512,35,2,54576,11,9,2,6,0,4,1,0,0,40,38,0
513,34,2,148291,11,9,2,12,5,4,0,0,0,32,38,0
514,30,2,152453,1,7,2,7,0,4,1,0,0,40,25,0
515,28,2,114053,9,13,4,13,1,4,1,0,0,55,38,0
516,54,2,212960,9,13,2,11,0,4,1,0,0,35,38,1
517,47,2,264052,15,10,2,9,0,4,1,0,0,50,38,1
518,24,2,82804,11,9,4,5,4,2,0,0,0,40,38,0
519,52,4,334273,9,13,2,9,0,4,1,0,0,60,38,1
520,20,2,27337,11,9,4,5,3,0,1,0,0,48,38,0
521,43,3,188436,12,14,2,3,0,4,1,5013,0,45,38,0
522,45,2,433665,5,4,5,7,4,4,0,0,0,40,25,0
523,29,4,110663,11,9,5,2,1,4,1,0,0,35,38,0
524,47,2,87490,12,14,0,3,4,4,1,0,0,42,38,0
525,24,2,354351,11,9,4,2,3,4,1,0,0,40,38,0
526,51,2,95469,11,9,2,9,0,4,1,0,0,40,38,0
527,17,2,242718,1,7,4,11,3,4,1,0,0,12,38,0
528,37,2,22463,8,11,2,2,0,4,1,0,1977,40,38,1
529,27,2,158156,10,16,4,9,1,4,0,0,0,70,38,0
530,29,2,350162,9,13,2,3,5,4,1,0,0,40,38,1
531,36,4,28738,7,12,0,11,4,4,0,0,0,35,38,0
532,58,1,283635,9,13,4,9,1,4,0,0,0,40,38,0
533,26,4,86646,15,10,2,2,0,4,1,0,0,45,38,0
534,57,2,69884,11,9,2,11,0,4,1,0,0,40,38,1
535,59,2,199713,11,9,2,2,0,4,1,0,0,40,38,0
536,27,2,181659,11,9,2,6,0,4,1,0,0,40,38,0
537,31,4,340939,9,13,4,12,1,4,1,0,0,40,38,0
538,21,2,197747,15,10,4,11,3,4,0,0,0,24,38,0
539,29,2,34292,15,10,4,0,1,4,1,0,0,60,38,0
540,18,2,156764,1,7,4,7,3,4,1,0,0,40,38,0
541,52,2,25826,0,6,2,2,0,4,1,0,1887,47,38,1
542,57,3,103948,9,13,0,9,1,4,1,0,0,80,38,0
543,60,2,39352,5,4,4,13,1,4,1,0,0,48,38,1
544,31,2,168387,9,13,2,9,0,4,1,7688,0,40,1,1
545,23,2,117789,9,13,4,0,3,4,0,0,0,40,38,0
546,27,2,267147,11,9,4,11,3,4,1,0,0,40,38,0
547,42,4,214242,14,15,2,9,0,4,1,0,1902,50,38,1
548,25,2,200408,15,10,4,12,1,4,1,2174,0,40,38,0
549,49,2,136455,9,13,4,9,1,4,0,0,0,45,38,0
550,32,2,239824,9,13,4,12,1,4,1,0,0,40,38,0
551,19,2,217039,15,10,4,0,3,4,1,0,0,28,38,0
552,60,2,51290,5,4,0,7,1,4,0,0,0,40,38,0
553,42,1,175674,6,5,2,7,0,4,1,0,0,40,38,0
554,35,4,194404,7,12,4,4,1,4,1,0,0,40,38,0
555,48,2,45612,11,9,4,0,4,2,0,0,0,37,38,0
556,51,2,410114,12,14,2,2,0,4,1,0,0,40,38,1
557,29,2,182521,11,9,4,2,1,0,1,0,0,40,38,0
558,36,1,339772,11,9,5,3,1,2,1,0,0,40,38,0
559,17,2,169658,0,6,4,7,3,4,0,0,0,21,38,0
560,52,2,200853,12,14,0,9,1,4,0,6849,0,60,38,0
561,24,2,247564,11,9,4,2,1,4,1,0,0,40,38,0
562,24,2,249909,11,9,2,5,0,4,1,0,0,50,38,0
563,26,1,208122,9,13,4,9,3,4,1,1055,0,40,38,0
564,27,2,109881,9,13,4,7,3,4,0,0,0,20,38,0
565,39,2,207824,11,9,4,5,3,4,1,0,0,60,38,0
566,30,2,369027,11,9,2,13,0,2,1,0,0,45,38,0
567,50,4,114117,11,9,2,3,0,4,1,0,0,32,38,0
568,52,3,51048,9,13,2,11,0,4,1,0,0,55,38,0
569,46,2,102388,14,15,2,9,0,4,1,15024,0,45,38,1
570,23,2,190483,9,13,4,11,3,4,0,0,0,20,38,0
571,45,2,462440,1,7,6,7,1,2,0,0,0,20,38,0
572,65,2,109351,6,5,6,8,4,2,0,0,0,24,38,0
573,29,2,34383,8,11,2,13,0,4,1,0,0,55,38,0
574,47,2,241832,6,5,3,5,4,4,1,0,0,40,7,0
575,30,2,124187,11,9,4,4,3,2,1,0,0,60,38,0
576,34,2,153614,11,9,2,11,0,4,1,0,0,45,38,1
577,38,4,267556,11,9,2,11,0,4,1,0,0,64,38,0
578,33,2,205469,15,10,2,3,0,4,1,0,0,40,38,1
579,49,2,268090,9,13,2,11,0,4,1,0,0,26,38,1
580,47,4,165039,15,10,4,7,4,2,0,0,0,40,38,0
581,49,1,120451,0,6,5,7,4,2,0,0,0,40,38,0
582,43,2,154374,15,10,2,2,0,4,1,15024,0,60,38,1
583,30,2,103649,9,13,2,0,5,2,0,0,0,40,38,1
584,58,4,35723,11,9,2,2,0,4,1,0,0,60,38,0
585,19,2,262601,11,9,4,7,3,4,0,0,0,14,38,0
586,21,2,226181,9,13,4,5,1,4,1,0,0,40,38,0
587,33,2,175697,9,13,2,3,0,4,1,15024,0,60,38,1
588,47,3,248145,4,3,2,13,0,4,1,0,0,50,4,0
589,52,4,289436,10,16,2,9,0,4,1,0,0,60,38,1
590,26,2,75654,11,9,0,2,1,4,1,0,0,55,38,0
591,60,2,199378,11,9,2,2,0,4,1,0,0,40,38,0
592,21,2,160968,15,10,4,5,3,4,1,0,0,40,38,0
593,36,2,188563,15,10,2,11,0,4,1,5178,0,50,38,1
594,31,2,55849,15,10,2,2,0,4,1,0,0,45,38,0
595,50,3,195322,10,16,5,9,1,4,1,0,0,40,38,1
596,31,1,402089,11,9,0,0,4,4,0,0,0,40,38,0
597,71,2,78277,11,9,2,2,0,4,1,0,0,15,38,0
598,30,5,169496,9,13,2,12,0,4,1,0,0,40,38,1
599,20,2,130959,15,10,4,7,3,4,1,0,0,20,38,0
600,24,2,556660,11,9,4,3,2,4,1,4101,0,50,38,0
601,35,2,292472,10,16,2,9,0,1,1,0,0,40,35,1
602,38,5,143774,15,10,5,3,1,4,0,0,0,45,38,0
603,27,2,288341,11,9,4,6,3,4,0,0,0,32,38,0
604,29,5,71592,15,10,4,0,4,1,0,0,0,40,29,0
605,34,2,106742,11,9,2,2,0,4,1,0,0,45,38,0
606,44,2,219288,5,4,2,2,0,4,1,0,0,35,38,0
607,43,2,174524,11,9,2,6,0,4,1,0,0,40,38,1
608,44,4,335183,2,8,2,5,0,2,1,0,0,40,38,1
609,35,2,261293,12,14,4,11,1,4,1,0,0,60,38,0
610,27,2,111900,15,10,4,9,1,4,1,0,0,40,38,0
611,43,1,194360,12,14,4,9,1,4,1,0,0,38,38,0
612,20,2,81145,15,10,4,11,1,4,0,0,0,25,38,0
613,42,2,341204,7,12,0,9,4,4,0,8614,0,40,38,1
614,27,5,249362,15,10,2,13,0,4,1,3411,0,40,38,0
615,42,2,247019,11,9,2,2,0,2,1,0,0,40,38,1
616,24,2,172146,6,5,4,6,1,4,1,0,1721,40,38,0
617,48,0,110457,15,10,0,3,1,4,1,0,0,40,38,0
618,17,4,368700,1,7,4,4,3,4,1,0,0,10,38,0
619,33,2,182556,9,13,2,3,0,4,1,0,0,40,38,1
620,50,3,219420,11,9,2,11,0,4,1,0,0,50,38,1
621,22,2,240817,11,9,4,11,3,4,0,2597,0,40,38,0
622,17,2,102726,2,8,4,7,3,4,1,0,0,16,38,0
623,32,2,226267,15,10,2,0,0,4,1,0,0,40,25,0
624,31,2,125457,11,9,4,2,1,4,1,0,0,45,38,0
625,58,4,204021,11,9,6,3,1,4,1,0,0,50,38,0
626,29,1,92262,11,9,4,10,3,4,1,0,0,48,38,0
627,37,2,161141,8,11,2,2,0,4,1,0,0,40,31,1
628,34,4,190290,11,9,2,2,0,4,1,0,0,40,38,1
629,23,1,430828,15,10,5,3,4,2,1,0,0,40,38,0
630,18,5,59342,1,7,4,0,3,4,0,0,0,5,38,0
631,34,2,136721,11,9,0,3,1,4,0,0,0,40,38,0
632,45,1,86644,9,13,2,9,5,4,0,0,0,55,38,0
633,41,2,195124,12,14,4,3,1,4,1,0,0,35,5,0
634,26,2,167350,11,9,4,7,2,4,1,0,0,30,38,0
635,54,1,113000,15,10,2,4,0,4,1,0,0,40,38,0
636,24,2,140027,15,10,4,6,3,2,0,0,0,45,38,0
637,42,2,262425,15,10,2,9,0,4,1,0,0,50,38,0
638,20,2,316702,15,10,4,9,3,4,1,0,0,20,38,0
639,23,5,335453,9,13,4,12,1,4,0,0,0,20,38,0
640,35,2,203628,12,14,4,9,1,4,1,0,0,60,38,1
641,31,2,118710,12,14,2,12,0,4,1,0,1902,40,38,1
642,30,2,189620,9,13,4,9,3,4,0,0,0,40,30,0
643,19,2,475028,11,9,4,11,3,4,0,0,0,20,38,0
644,36,1,110866,9,13,4,9,1,4,1,0,0,50,38,0
645,31,2,243605,9,13,6,11,4,4,0,0,1380,40,4,0
646,21,2,163870,15,10,4,5,3,4,1,0,0,30,38,0
647,31,4,80145,15,10,2,2,0,4,1,0,0,40,38,0
648,46,2,295566,10,16,0,9,4,4,0,25236,0,65,38,1
649,44,2,63042,9,13,0,3,3,4,0,0,0,50,38,1
650,40,2,229148,2,8,2,7,0,2,1,0,0,40,22,0
651,45,2,242552,15,10,4,11,1,2,1,0,0,40,38,0
652,60,2,177665,11,9,2,2,0,4,1,0,0,35,38,0
653,18,2,208103,1,7,4,7,2,4,1,0,0,25,38,0
654,28,2,296450,9,13,2,9,0,4,1,0,0,40,38,0
655,36,2,70282,15,10,0,0,4,2,0,0,0,40,38,0
656,40,2,144995,8,11,2,12,0,4,1,4386,0,40,38,0
657,36,1,382635,9,13,0,0,4,4,0,0,0,35,15,0
658,31,2,295697,11,9,5,7,4,2,0,0,0,40,38,0
659,33,2,194141,11,9,2,6,0,4,1,0,0,40,38,0
660,19,5,378418,11,9,4,12,3,4,0,0,0,40,38,0
661,22,2,214399,15,10,4,11,3,4,0,0,0,15,38,0
662,34,2,217460,9,13,2,3,0,4,1,0,0,45,38,1
663,33,2,182556,11,9,4,7,1,4,1,0,0,40,38,0
664,41,2,125831,11,9,2,2,0,4,1,0,2051,60,38,0
665,29,2,271328,9,13,4,9,1,4,1,4650,0,40,38,0
666,50,1,50459,11,9,2,3,0,4,1,0,0,42,38,1
667,42,2,162140,9,13,2,3,0,4,1,7298,0,45,38,1
668,44,2,111502,11,9,2,11,5,4,0,0,0,40,38,0
669,20,2,299047,15,10,4,7,1,4,0,0,0,20,38,0
670,31,2,223212,11,9,2,7,0,4,1,0,0,40,25,0
671,23,2,352139,15,10,4,7,1,4,0,0,0,24,38,0
672,55,2,173093,15,10,0,0,1,1,0,0,0,40,38,0
673,26,2,181655,8,11,2,0,0,4,1,0,2377,45,38,0
674,25,2,332702,8,11,4,7,3,4,0,0,0,15,38,0
675,35,2,234901,15,10,2,2,0,4,1,2407,0,40,38,0
676,36,2,131414,15,10,4,11,1,2,0,0,0,36,38,0
677,43,5,260960,9,13,2,9,0,4,1,0,0,50,38,0
678,56,2,156052,11,9,6,7,4,2,0,594,0,20,38,0
679,42,2,279914,9,13,2,12,0,4,1,0,0,40,38,1
680,19,2,192453,15,10,4,7,2,4,0,0,0,25,38,0
681,55,4,200939,11,9,2,13,0,4,1,0,0,72,38,0
682,42,2,151408,12,14,4,3,1,4,0,14084,0,50,38,1
683,26,2,112847,8,11,4,12,3,4,1,0,0,40,38,0
684,17,2,316929,2,8,4,5,3,4,1,0,0,20,38,0
685,42,1,126319,9,13,2,9,5,4,0,0,0,40,38,1
686,55,2,197422,11,9,2,13,0,4,1,7688,0,40,38,1
687,32,2,267736,15,10,4,0,3,2,0,0,0,40,38,0
688,29,2,267034,1,7,4,2,3,2,1,0,0,40,13,0
689,46,5,193047,9,13,2,9,0,4,1,0,0,37,38,0
690,29,5,356089,9,13,2,3,0,4,1,7688,0,40,38,1
691,22,2,223515,9,13,4,9,4,4,1,0,0,20,38,0
692,58,4,87510,0,6,2,2,0,4,1,0,0,40,38,0
693,23,2,145111,11,9,4,13,4,4,1,0,0,50,38,0
694,39,2,48093,11,9,4,5,1,4,1,0,0,40,38,0
695,27,2,31757,8,11,4,2,3,4,1,0,0,38,38,0
696,54,2,285854,11,9,2,13,0,4,1,0,0,40,38,1
697,33,1,120064,9,13,4,9,1,4,0,0,0,45,38,0
698,46,0,167381,11,9,2,0,5,4,0,0,0,40,38,1
699,37,2,103408,11,9,4,4,1,2,1,0,0,40,38,0
700,36,2,101460,11,9,4,7,1,4,0,0,0,18,38,0
701,59,1,420537,11,9,2,0,5,4,0,0,0,38,38,1
702,34,1,119411,11,9,0,10,4,4,1,0,0,40,31,0
703,53,3,128272,10,16,2,3,0,4,1,0,0,70,38,1
704,51,2,386773,9,13,4,11,1,4,1,0,0,55,38,1
705,32,2,283268,0,6,5,7,4,4,0,0,0,42,38,0
706,31,5,301526,15,10,3,7,2,4,1,0,0,40,38,0
707,22,2,151790,15,10,2,11,5,4,0,0,0,30,10,0
708,47,4,106252,9,13,0,11,1,4,0,0,0,50,38,0
709,32,2,188557,11,9,4,6,1,4,1,0,0,40,38,0
710,26,2,171114,15,10,4,4,1,4,0,0,0,38,38,0
711,37,2,327323,4,3,5,4,1,4,1,0,0,32,12,0
712,31,2,244147,11,9,0,2,4,4,1,0,0,55,38,0
713,37,2,280282,8,11,2,12,5,4,0,0,0,24,38,1
714,55,2,116442,11,9,4,11,1,4,1,0,0,38,38,0
715,23,1,282579,8,11,0,12,1,4,1,0,0,56,38,0
716,36,2,51838,15,10,0,0,4,4,0,0,0,40,38,0
717,43,2,226902,9,13,2,11,0,4,1,0,0,50,38,1
718,54,2,279129,15,10,4,12,1,4,1,0,0,40,38,0
719,28,2,196690,8,11,4,6,1,4,0,0,1669,42,38,0
720,40,2,130760,8,11,2,3,0,4,1,0,0,50,38,1
721,41,4,49572,15,10,2,3,0,4,1,0,0,60,38,0
722,40,2,237601,9,13,4,11,1,3,0,0,0,55,38,1
723,42,2,169628,15,10,0,0,1,2,0,0,0,38,38,0
724,61,4,36671,11,9,2,4,0,4,1,0,2352,50,38,0
725,18,2,231193,2,8,4,6,3,4,1,0,0,30,38,0
726,48,2,102102,8,11,2,12,0,4,1,0,0,50,38,1
727,41,3,32185,9,13,2,12,0,4,1,0,0,40,38,0
728,23,2,211046,11,9,4,11,1,4,0,2463,0,40,38,0
729,60,2,31577,11,9,2,13,0,4,1,0,0,60,38,1
730,22,2,162343,15,10,4,7,2,2,1,0,0,20,38,0
731,61,2,128831,11,9,2,6,0,4,1,0,0,40,38,0
732,25,2,316688,11,9,4,6,1,2,1,0,0,40,38,0
733,46,2,90758,12,14,4,12,1,4,1,0,0,35,38,1
734,43,2,274363,9,13,2,3,0,4,1,0,1902,40,8,1
735,43,2,154538,7,12,0,2,1,4,1,0,0,40,38,0
736,24,2,106085,11,9,4,7,3,2,1,0,1721,30,38,0
737,68,4,315859,1,7,4,4,4,4,1,0,0,20,38,0
738,31,2,51471,11,9,0,0,4,4,0,0,0,38,38,0
739,17,2,193830,1,7,4,11,3,4,0,0,0,20,38,0
740,32,2,231043,11,9,2,2,0,4,1,5178,0,48,38,1
741,33,2,169879,9,13,2,9,0,4,1,3103,0,47,38,1
742,64,2,270333,9,13,2,9,0,4,1,0,0,40,38,1
743,20,2,138768,11,9,4,13,3,4,1,0,0,30,38,0
744,30,2,191571,11,9,5,7,3,4,0,0,0,36,38,0
745,43,2,94113,15,10,0,3,1,4,1,0,0,45,38,0
746,22,2,137510,15,10,4,0,3,4,1,0,0,40,38,0
747,17,2,32607,0,6,4,4,3,4,1,0,0,20,38,0
748,47,4,93208,11,9,2,7,5,4,0,0,0,75,21,0
749,41,2,254440,8,11,4,9,1,4,0,0,0,60,38,0
750,56,2,186556,15,10,2,2,0,4,1,0,0,50,38,1
751,64,2,169871,11,9,2,13,0,4,1,0,0,45,38,0
752,47,2,191277,11,9,2,13,0,4,1,0,0,50,38,1
753,48,2,167159,8,11,4,0,4,4,1,0,0,40,38,0
754,31,2,171871,12,14,4,9,1,4,0,0,0,46,38,0
755,29,2,154411,8,11,4,12,3,4,1,0,0,40,38,0
756,30,2,129227,11,9,6,0,1,4,0,0,0,40,38,0
757,32,2,110331,11,9,2,3,0,4,1,0,1672,60,38,0
